1mhz_calibration_wfm
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0070678
0.0157048
0.02591088
0.037686
0.05102988
0.0659422
0.08242248
0.10047012
0.12008424
0.14126376
0.1640072
0.18831284
0.21417848
0.24160156
0.27057888
0.30110672
0.33318076
0.36679588
0.4019462
0.438625
0.47682456
0.5165362
0.55775004
0.60045508
0.644639
0.69028804
0.737387
0.78591904
0.83586568
0.88720664
0.93991964
0.99398056
1.04936296
1.10603828
1.1639756
1.22314148
1.28349996
1.34501232
1.40763704
1.47132976
1.53604292
1.60172592
1.66832484
1.7357824
1.80403788
1.87302684
1.94268124
2.01292928
2.0836952
2.15489936
2.22645796
2.29828316
2.37028296
2.44236104
2.51441684
2.58634544
2.6580376
2.7293796
2.80025348
2.87053684
2.94010284
3.00882048
3.0765544
3.14316508
3.20850884
3.27243808
3.33480132
3.39544324
3.45420508
3.51092468
3.56543664
3.61757276
3.66716208
3.71403132
3.75800508
3.79890624
3.83655636
3.87077604
3.90138528
3.928204
3.95105256
3.96975216
3.98412544
3.99399708
3.99919428
3.99954752
3.9948912
3.98506416
3.96991056
3.94928052
3.92303092
3.89102616
3.85313896
3.80925116
3.75925452
3.70305168
3.64055696
3.5716972
3.4964126
3.41465776
3.3264024
3.23163228
3.13035012
3.02257632
2.90835
2.7877296
2.66079376
2.52764216
2.38839608
2.24319908
2.09221776
1.93564224
1.77368664
1.60658956
1.43461436
1.25804956
1.07720904
0.89243188
0.70408276
0.51255148
0.31825296
0.12162684
-0.07686296
-0.276729
-0.47746084
-0.67852604
-0.87937112
-1.07942276
-1.27808924
-1.47476168
-1.66881592
-1.8596142
-2.04650708
-2.22883568
-2.40593396
-2.577131
-2.7417538
-2.89912988
-3.0485902
-3.1894722
-3.321123
-3.44290252
-3.55418708
-3.65437264
-3.74287852
-3.81915104
-3.88266708
-3.93293792
-3.96951288
-3.99198316
-3.99998532
-3.9932052
-3.9713814
-3.93430864
-3.8818412
-3.81389624
-3.7304566
-3.63157376
-3.51737032
-3.38804244
-3.2438616
-3.0851766
-2.9124146
-2.72608228
-2.52676612
-2.3151328
-2.09192856
-1.85797852
-1.61418508
-1.3615264
-1.10105356
-0.83388784
-0.56121692
-0.284291
-0.00441788
0.27704244
0.55868328
0.83905824
1.11668768
1.39006676
1.65767316
1.91797572
2.16944348
2.41055508
2.63980836
2.85573064
3.05688896
3.24190056
3.40944356
3.55826764
3.68720472
3.79517956
3.88122004
3.9444674
3.9841858
3.99977168
3.99076252
3.95684468
3.89786092
3.81381668
3.70488568
3.57141428
3.41392496
3.23311828
3.02987396
2.8052502
2.56048176
2.2969768
2.01631164
1.72022468
1.41060812
1.08949852
0.75906556
0.42159948
0.07949668
-0.26475568
-0.60859696
-0.94941132
-1.28454728
-1.6113382
-1.92712412
-2.22927392
-2.5152084
-2.78242364
-3.02851472
-3.25119948
-3.44834176
-3.61797484
-3.75832352
-3.8678258
-3.94515324
-3.98922968
-3.99924872
-3.97468896
-3.91532716
-3.82124928
-3.69285836
-3.53088028
-3.33636616
-3.11069164
-2.855553
-2.57296004
-2.26522512
-1.9349494
-1.5850048
-1.21851332
-0.83882248
-0.44947764
-0.0541916
0.34318924
0.73872084
1.12840004
1.50820496
1.87413708
2.2222646
2.54876632
2.84997604
3.12242668
3.36289364
3.56843692
3.73644144
3.86465488
3.95122292
3.99472056
3.9941798
3.9491128
3.85953008
3.72595332
3.5494224
3.3314966
3.07424928
2.78025612
2.452577
2.09473076
1.71066412
1.3047134
0.88156072
0.44618412
0.00380212
-0.44018628
-0.880266
-1.31087392
-1.72646964
-2.12160796
-2.49101284
-2.82965088
-3.13280404
-3.39614056
-3.6157822
-3.788368
-3.91111228
-3.98185664
-3.99911476
-3.96210888
-3.87079764
-3.72589388
-3.52887244
-3.2819668
-2.98815496
-2.65113372
-2.27528168
-1.86561108
-1.4277086
-0.96766592
-0.49200056
-0.00756808
0.47853384
0.9590674
1.42676212
1.87442572
2.29505704
2.68195924
3.02885128
3.32997616
3.5802036
3.7751258
3.91114392
3.98554384
3.99655988
3.94342392
3.82640012
3.64680284
3.4069974
3.11038352
2.76136012
2.36527264
1.9283422
1.45757776
0.96067236
