V_16,I_16
0.0119238022,-1.3295544232272E-005
0.0048339739,-4.91665622674236E-006
0.004189444,-5.23892115125408E-006
0.0012890597,-2.98306667760976E-006
0.0022558545,-4.27212637742447E-006
-0.0038671791,2.49543706419505E-006
-0.0032226493,8.84112431289255E-007
0.0006445299,-2.01627190171589E-006
-0.004189444,3.46223184512707E-006
-0.0025781194,1.52864228415468E-006
-0.013535127,1.21633849138207E-005
0.0077343582,-8.78383531441767E-006
-0.0077343582,6.362616193284E-006
-0.0009667948,-8.26823472674768E-008
0.0022558545,-2.98306667760976E-006
-0.0061230336,3.78449677230274E-006
0.0025781194,-3.62759652771371E-006
0.0009667948,-2.33853682711229E-006
0.0203026901,-2.1996697091642E-005
0.0077343582,-1.00728950071813E-005
-0.0016113246,-4.04947273255507E-007
0.0029003843,-4.91665622674236E-006
-0.0019335896,-8.26823472674768E-008
-0.0022558545,2.395825788193E-007
-0.0012890597,-8.26823472674768E-008
-0.0006445299,-7.27212199144832E-007
0,-0.000001694
0.0064452985,-9.10610023775493E-006
0,-1.04947712493549E-006
-0.0048339739,0.00000314
0.0006445299,-2.33853682711229E-006
-0.0141796568,1.248564984369E-005
0.004189444,-4.5943913021325E-006
0.0012890597,-3.30533160271091E-006
-0.0109570075,8.94073562063713E-006
0.004511709,-5.5611860756677E-006
-0.0070898284,5.39582140967045E-006
0.0025781194,-3.30533160271091E-006
-0.0022558545,8.84112431289255E-007
-0.0025781194,1.52864228415468E-006
0.0022558545,-3.62759652771371E-006
0.0003222649,-2.01627190171589E-006
0.004189444,-5.23892115125408E-006
-0.0019335896,5.61847505004863E-007
0.0054785037,-6.85024577234206E-006
0.0032226492,-5.23892115125408E-006
-0.0058007687,3.46223184512707E-006
-0.0012890597,-4.04947273255507E-007
0.0067675634,-8.13930546745016E-006
-0.0029003843,1.20637735767251E-006
0.0022558545,-3.30533160271091E-006
0.0019335896,-3.30533160271091E-006
-0.0170800412,1.60305640788833E-005
0.028681578,-3.00533200471735E-005
-0.0009667948,-1.37174205062753E-006
-0.008701153,7.65167590616278E-006
0.0022558545,-3.94986145261822E-006
-0.0070898284,5.39582140967045E-006
-0.0003222649,-7.27212199144832E-007
0.0038671791,-4.91665622674236E-006
-0.0048339739,3.78449677230274E-006
0.0025781194,-2.98306667760976E-006
-0.0064452985,5.71808633744214E-006
0.0022558545,-2.66080175241024E-006
-0.004189444,0.000004429
0.004189444,-3.94986145261822E-006
-0.0025781194,2.49543706419505E-006
0.004511709,-3.62759652771371E-006
-0.0029003843,0.00000314
0.0016113246,-4.04947273255507E-007
0.0016113246,-8.26823472674768E-008
-0.0122460673,1.3774709564171E-005
0.0074120933,-0.000006528
-0.0093456829,1.18411199840517E-005
0.0103124776,-7.49477562009173E-006
-0.0016113246,4.75129155442533E-006
-0.0025781194,6.362616193284E-006
0.0067675635,-2.33853682711229E-006
-0.0048339739,9.90753040754155E-006
0.0048339739,5.61847505004863E-007
0.0151464515,-9.75063008413668E-006
0.0022558545,4.10676169957765E-006
0.0035449142,4.10676169957765E-006
0.0022558545,5.07355648199819E-006
0.008701153,-8.26823472674768E-008
0.0012890597,7.65167590616278E-006
0.0058007687,4.10676169957765E-006
0.0070898284,3.46223184512707E-006
0.0058007687,5.71808633744214E-006
