V_19,I_19
0.0109570075,5.61847505004863E-007
0.0167577762,-6.20571592420083E-006
0.0167577762,-5.88345099998327E-006
0.0161132463,-5.88345099998327E-006
0.0183691008,-0.000007817
0.0170800411,-0.000006528
0.0151464516,-3.94986145261822E-006
0.0161132463,-5.88345099998327E-006
0.0161132463,-5.88345099998327E-006
0.0183691008,-7.49477562009173E-006
0.0199804254,-9.10610023775493E-006
0.0206249553,-1.0717424852978E-005
0.0170800411,-0.000006528
0.0222362799,-1.10396897757302E-005
0.0212694851,-1.16842196209426E-005
0.0241698694,-1.36178091542465E-005
0.0212694851,-1.0717424852978E-005
0.017724571,-6.85024577234206E-006
0.025781194,-1.49068688411744E-005
0.0212694851,-1.10396897757302E-005
0.0190136307,-8.46157039098276E-006
0.017724571,-6.85024577234206E-006
0.0183691008,-7.49477562009173E-006
0.017402306,-6.20571592420083E-006
0.0241698694,-1.29732793102004E-005
0.0157909814,-3.94986145261822E-006
0.0145019217,-3.62759652771371E-006
0.0138573919,-3.62759652771371E-006
0.017724571,-6.85024577234206E-006
0.0148241866,-3.94986145261822E-006
0.0157909814,-5.23892115125408E-006
0.0164355113,-6.85024577234206E-006
0.0180468359,-0.000007817
0.02159175,-0.000011362
0.0161132463,-5.88345099998327E-006
0.0167577762,-6.20571592420083E-006
0.0203026904,-9.42836516099459E-006
0.0209472202,-1.0717424852978E-005
0.0209472202,-1.10396897757302E-005
0.0180468359,-0.000007817
0.013212862,-2.98306667760976E-006
0.0196581605,-8.78383531441767E-006
0.0193358956,-9.10610023775493E-006
0.0209472202,-1.00728950071813E-005
0.0170800411,-6.20571592420083E-006
0.017402306,-6.85024577234206E-006
0.0167577762,-0.000006528
0.0170800411,-5.88345099998327E-006
0.017724571,-6.85024577234206E-006
0.0161132463,-5.5611860756677E-006
0.0360936715,-2.58638761177443E-005
0.0103124777,-4.04947273255507E-007
0.0203026904,-9.42836516099459E-006
0.0199804254,-9.10610023775493E-006
0.0164355113,-6.20571592420083E-006
0.0222362799,-1.20064845434029E-005
0.0154687165,-4.5943913021325E-006
0.0145019217,-4.27212637742447E-006
0.0235253396,-1.23287494657659E-005
0.0225585448,-0.000011362
0.0212694851,-9.75063008413668E-006
0.0228808098,-1.10396897757302E-005
0.0183691008,-6.85024577234206E-006
0.0180468359,-5.5611860756677E-006
0.0215917501,-8.46157039098276E-006
0.0157909815,-2.98306667760976E-006
0.0170800412,-3.30533160271091E-006
0.017724571,-3.62759652771371E-006
0.0186913658,-4.91665622674236E-006
0.017724571,-3.62759652771371E-006
0.0193358957,-4.91665622674236E-006
0.0190136307,-3.62759652771371E-006
0.0219140151,-0.000006528
0.0235253397,-0.000007817
0.0170800412,-1.37174205062753E-006
0.0251366643,-8.13930546745016E-006
-0.0112792727,2.89211614009666E-005
0.0190136308,-2.66080175241024E-006
0.0235253398,-4.91665622674236E-006
0.0235253398,-4.27212637742447E-006
0.0193358957,2.395825788193E-007
0.0273925189,-0.000006528
0.0267479891,-5.5611860756677E-006
0.0267479891,-4.91665622674236E-006
0.0280370488,-0.000006528
0.0261034593,-2.66080175241024E-006
0.0309374332,-6.85024577234206E-006
0.0302929033,-5.5611860756677E-006
0.0293261086,-4.27212637742447E-006
0.0322264929,-0.000006528
0.0306151683,-2.98306667760976E-006
0.0309374333,-2.33853682711229E-006
0.0341600826,-4.91665622674236E-006
0.0302929035,-7.27212199144832E-007
0.0319042281,-1.37174205062753E-006
0.0389940565,-7.17251069626582E-006
0.0344823476,-0.000001694
0.0348046126,-7.27212199144832E-007
0.0370604671,-2.01627190171589E-006
0.0399608515,-3.62759652771371E-006
0.0435057657,-0.000006528
0.0425389709,-4.91665622674236E-006
0.0406053814,-0.000001694
0.042538971,-2.01627190171589E-006
0.0467284151,-5.23892115125408E-006
0.0489842696,-6.20571592420083E-006
