Debug Wfm
0
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
-3.21628574467825E-016
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
-0.535826795
-0.4817536741
-0.4257792916
-0.3681245527
-0.3090169944
-0.2486898872
-0.1873813146
-0.1253332336
-0.0627905195
6.4325714893565E-016
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
3.67381906146713E-016
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
-0.535826795
-0.4817536741
-0.4257792916
-0.3681245527
-0.3090169944
-0.2486898872
-0.1873813146
-0.1253332336
-0.0627905195
1.2865142978713E-015
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
-1.16405366248906E-015
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
-0.535826795
-0.4817536741
-0.4257792916
-0.3681245527
-0.3090169944
-0.2486898872
-0.1873813146
-0.1253332336
-0.0627905195
-7.34763812293426E-016
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
-2.69548923112484E-015
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
-0.535826795
-0.4817536741
-0.4257792916
-0.3681245527
-0.3090169944
-0.2486898872
-0.1873813146
-0.1253332336
-0.0627905195
2.5730285957426E-015
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
-2.45056796036036E-015
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
-0.535826795
-0.4817536741
-0.4257792916
-0.3681245527
-0.3090169944
-0.2486898872
-0.1873813146
-0.1253332336
-0.0627905195
2.32810732497812E-015
0.0627905195
0.1253332336
0.1873813146
0.2486898872
0.3090169944
0.3681245527
0.4257792916
0.4817536741
0.535826795
0.5877852523
0.6374239897
0.6845471059
0.7289686274
0.7705132428
0.8090169944
0.8443279255
0.87630668
0.9048270525
0.9297764859
0.9510565163
0.9685831611
0.9822872507
0.9921147013
0.9980267284
1
0.9980267284
0.9921147013
0.9822872507
0.9685831611
0.9510565163
0.9297764859
0.9048270525
0.87630668
0.8443279255
0.8090169944
0.7705132428
0.7289686274
0.6845471059
0.6374239897
0.5877852523
0.535826795
0.4817536741
0.4257792916
0.3681245527
0.3090169944
0.2486898872
0.1873813146
0.1253332336
0.0627905195
-2.20564668959589E-015
-0.0627905195
-0.1253332336
-0.1873813146
-0.2486898872
-0.3090169944
-0.3681245527
-0.4257792916
-0.4817536741
-0.535826795
-0.5877852523
-0.6374239897
-0.6845471059
-0.7289686274
-0.7705132428
-0.8090169944
-0.8443279255
-0.87630668
-0.9048270525
-0.9297764859
-0.9510565163
-0.9685831611
-0.9822872507
-0.9921147013
-0.9980267284
-1
-0.9980267284
-0.9921147013
-0.9822872507
-0.9685831611
-0.9510565163
-0.9297764859
-0.9048270525
-0.87630668
-0.8443279255
-0.8090169944
-0.7705132428
-0.7289686274
-0.6845471059
-0.6374239897
-0.5877852523
