V_3,I_3
-0.0074120933,7.0071460495241E-006
-0.0035449142,2.17317213741591E-006
0.0003222649,-1.04947712493549E-006
0.0016113246,-2.98306667760976E-006
0.0025781194,-3.94986145261822E-006
0.0006445299,-0.000001694
-0.0035449142,1.8509072107358E-006
0.0012890597,-2.98306667760976E-006
0.0016113246,-2.66080175241024E-006
0.0038671791,-5.23892115125408E-006
0.004189444,-5.5611860756677E-006
-0.0038671791,1.52864228415468E-006
-0.0022558545,5.61847505004863E-007
0.0022558545,-3.94986145261822E-006
-0.0035449142,1.8509072107358E-006
-0.0012890597,2.395825788193E-007
-0.0022558545,1.20637735767251E-006
-0.0038671791,2.17317213741591E-006
-0.0019335896,5.61847505004863E-007
-0.0019335896,8.84112431289255E-007
0.0003222649,-2.01627190171589E-006
0.0003222649,-2.01627190171589E-006
0.0009667948,-0.000001694
-0.0032226493,2.49543706419505E-006
0.0009667948,-0.000001694
0.0006445299,-2.33853682711229E-006
0.0012890597,-2.66080175241024E-006
0.0032226493,-4.91665622674236E-006
-0.0054785038,4.10676169957765E-006
-0.0012890597,2.395825788193E-007
-0.0012890597,-8.26823472674768E-008
0.0032226493,-4.27212637742447E-006
-0.0022558545,5.61847505004863E-007
0.0003222649,-2.01627190171589E-006
-0.0029003843,1.52864228415468E-006
-0.0006445299,-1.04947712493549E-006
0.0012890597,-2.98306667760976E-006
-0.0048339739,0.00000314
-0.0012890597,-8.26823472674768E-008
-0.0058007687,4.10676169957765E-006
-0.0025781194,5.61847505004863E-007
-0.0025781194,1.20637735767251E-006
0.0022558545,-2.98306667760976E-006
0.0012890597,-2.98306667760976E-006
-0.0038671791,2.81770199107327E-006
-0.0035449142,0.00000314
0.0032226493,-3.62759652771371E-006
-0.0019335896,8.84112431289255E-007
-0.0006445299,-1.04947712493549E-006
-0.0003222649,-1.04947712493549E-006
-0.0009667948,-8.26823472674768E-008
-0.0035449142,2.17317213741591E-006
0.0022558545,-3.62759652771371E-006
0.0016113246,-2.33853682711229E-006
0.0090234179,-1.03951599301283E-005
0.0045117089,-6.20571592420083E-006
-0.0032226493,1.52864228415468E-006
0.0006445299,-1.37174205062753E-006
0.0003222649,-2.33853682711229E-006
0.0022558545,-2.98306667760976E-006
-0.0006445299,2.395825788193E-007
-0.0029003843,2.17317213741591E-006
-0.0038671791,3.46223184512707E-006
-0.0038671791,0.00000314
0.004511709,-4.27212637742447E-006
0.0003222649,2.395825788193E-007
-0.0029003843,3.78449677230274E-006
-0.0038671791,0.000004429
-0.0035449142,4.75129155442533E-006
0.0009667948,8.84112431289255E-007
-0.0025781194,0.000004429
-0.0003222649,2.49543706419505E-006
0.0012890597,1.8509072107358E-006
0.0038671791,-4.04947273255507E-007
0.0009667948,2.49543706419505E-006
0.0112792724,-7.49477562009173E-006
0.0009667948,0.00000314
0.0032226493,1.20637735767251E-006
0.0112792724,-5.88345099998327E-006
0.0064452985,-1.37174205062753E-006
0.0058007687,2.395825788193E-007
0.009023418,-0.000001694
0.0051562388,2.17317213741591E-006
0.0054785038,0.00000314
0.0038671791,5.39582140967045E-006
0.004511709,5.07355648199819E-006
0.0074120934,3.46223184512707E-006
0.0061230336,5.07355648199819E-006
0.0119238023,5.61847505004863E-007
0.0116015374,1.8509072107358E-006
0.0074120934,6.362616193284E-006
0.0083788882,7.0071460495241E-006
0.0103124777,5.39582140967045E-006
0.013535127,3.78449677230274E-006
0.0177245711,5.61847505004863E-007
0.0167577763,2.49543706419505E-006
0.0164355114,2.81770199107327E-006
0.0215917502,-1.04947712493549E-006
0.0199804256,1.20637735767251E-006
0.0174023062,5.39582140967045E-006
0.0238476048,-7.27212199144832E-007
0.0296483735,-4.5943913021325E-006
0.0215917504,0.000004429
0.0267479892,5.61847505004863E-007
0.0290038437,-1.04947712493549E-006
0.0244921348,4.75129155442533E-006
0.0241698699,6.362616193284E-006
0.0264257244,5.39582140967045E-006
0.0286815789,4.75129155442533E-006
0.0290038439,5.71808633744214E-006
0.0299706387,5.71808633744214E-006
0.0299706388,7.3294109777936E-006
0.0325487582,5.71808633744214E-006
0.0322264934,7.97394083463168E-006
0.0344823479,7.3294109777936E-006
0.0354491427,7.65167590616278E-006
0.0396385869,5.07355648199819E-006
0.0444725608,2.17317213741591E-006
0.0451170908,0.00000314
0.0373827325,1.1518855054383E-005
0.0451170909,5.39582140967045E-006
0.0470506805,5.39582140967045E-006
0.0512401247,3.46223184512707E-006
0.0528514493,2.17317213741591E-006
0.054785039,2.49543706419505E-006
0.0547850391,4.75129155442533E-006
0.0547850392,6.04035126531331E-006
0.0589744834,3.46223184512707E-006
0.0583299536,5.39582140967045E-006
0.0583299537,7.65167590616278E-006
0.0599412785,7.65167590616278E-006
0.062197133,6.68488112135425E-006
0.0647752526,7.0071460495241E-006
0.0654197826,7.97394083463168E-006
0.0644529879,1.02297953367097E-005
0.0679979023,9.58526547847345E-006
0.0657420479,1.3774709564171E-005
0.0683201675,1.34524446339001E-005
0.0737986715,1.02297953367097E-005
0.0821775597,2.49543706419505E-006
0.081855295,6.362616193284E-006
0.0802439706,9.90753040754155E-006
0.0847556797,7.0071460495241E-006
0.0860447396,7.97394083463168E-006
0.0860447398,1.05520602659778E-005
0.0928123034,5.07355648199819E-006
0.0966794828,3.46223184512707E-006
0.0973240128,4.75129155442533E-006
0.097968543,7.0071460495241E-006
0.1024802521,3.78449677230274E-006
