reference_wfm
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.1230317795021E-017
0.000075397
0.0001759242
0.0003015816
0.0004523692
0.0006282871
0.0008293351
0.0010555134
0.0013068217
0.0015832603
0.0018848288
0.0022115274
0.0025633558
0.0029403141
0.0033424021
0.0037696195
0.0042219663
0.0046994422
0.0052020468
0.00572978
0.0062826413
0.0068606304
0.0074637466
0.0080919896
0.0087453587
0.0094238531
0.0101274721
0.0108562149
0.0116100804
0.0123890677
0.0131931754
0.0140224024
0.0148767472
0.0157562083
0.0166607839
0.0175904722
0.0185452713
0.0195251788
0.0205301926
0.0215603099
0.0226155283
0.0236958445
0.0248012557
0.0259317583
0.0270873487
0.0282680231
0.0294737775
0.0307046073
0.031960508
0.0332414745
0.0345475017
0.035878584
0.0372347154
0.0386158897
0.0400221004
0.0414533405
0.0429096026
0.044390879
0.0458971616
0.0474284418
0.0489847106
0.0505659586
0.0521721759
0.053803352
0.0554594762
0.057140537
0.0588465225
0.0605774202
0.0623332172
0.0641138998
0.0659194539
0.0677498648
0.0696051169
0.0714851942
0.0733900801
0.0753197572
0.0772742073
0.0792534117
0.081257351
0.0832860047
0.0853393519
0.0874173708
0.0895200387
0.0916473322
0.0937992271
0.095975698
0.098176719
0.1004022632
0.1026523026
0.1049268084
0.1072257509
0.1095490993
0.1118968217
0.1142688853
0.1166652564
0.1190858999
0.1215307797
0.1239998587
0.1264930987
0.1290104601
0.1315519022
0.1341173832
0.1367068599
0.139320288
0.1419576219
0.1446188146
0.1473038177
0.1500125817
0.1527450555
0.1555011867
0.1582809213
0.1610842042
0.1639109785
0.166761186
0.1696347667
0.1725316593
0.1754518008
0.1783951266
0.1813615706
0.1843510649
0.1873635398
0.1903989242
0.1934571449
0.1965381273
0.1996417947
0.2027680687
0.205916869
0.2090881136
0.2122817183
0.2154975972
0.2187356624
0.2219958239
0.2252779898
0.228582066
0.2319079565
0.2352555632
0.2386247857
0.2420155215
0.2454276659
0.2488611122
0.2523157511
0.2557914713
0.259288159
0.2628056981
0.2663439703
0.2699028548
0.2734822282
0.2770819649
0.2807019367
0.2843420129
0.2880020603
0.291681943
0.2953815226
0.2991006581
0.3028392058
0.3065970192
0.3103739491
0.3141698438
0.3179845485
0.3218179057
0.3256697552
0.3295399336
0.3334282749
0.3373346101
0.3412587671
0.3452005709
0.3491598435
0.3531364038
0.3571300677
0.3611406479
0.3651679539
0.3692117923
0.3732719661
0.3773482754
0.3814405169
0.385548484
0.3896719669
0.3938107524
0.3979646237
0.402133361
0.4063167408
0.4105145361
0.4147265166
0.4189524485
0.4231920942
0.4274452127
0.4317115595
0.4359908862
0.440282941
0.4445874684
0.448904209
0.4532328998
0.4575732742
0.4619250614
0.4662879872
0.4706617734
0.4750461378
0.4794407947
0.4838454541
0.4882598223
0.4926836016
0.4971164901
0.5015581823
0.5060083684
0.5104667347
0.5149329632
0.5194067321
0.5238877152
0.5283755826
0.5328699997
0.5373706282
0.5418771253
0.5463891442
0.5509063338
0.5554283387
0.5599547992
0.5644853516
0.5690196275
0.5735572546
0.578097856
0.5826410505
0.5871864527
0.5917336726
0.596282316
0.6008319843
0.6053822744
0.6099327789
0.6144830859
0.6190327791
0.6235814376
0.6281286364
0.6326739458
0.6372169316
0.6417571552
0.6462941736
0.6508275393
0.6553568002
0.6598814998
0.6644011771
0.6689153666
0.6734235984
0.6779253979
0.6824202863
0.6869077801
0.6913873914
0.6958586278
0.7003209924
0.704773984
0.7092170966
0.7136498202
0.7180716399
0.7224820367
0.7268804871
0.7312664631
0.7356394324
0.7399988582
0.7443441995
0.7486749108
0.7529904423
0.7572902399
0.7615737454
0.7658403959
0.7700896246
0.7743208604
0.7785335279
0.7827270475
0.7869008357
0.7910543045
0.7951868621
0.7992979125
0.8033868557
0.8074530877
0.8114960006
0.8155149824
0.8195094174
0.8234786859
0.8274221645
0.8313392259
0.8352292392
0.8390915698
0.8429255793
0.8467306259
0.8505060641
0.8542512451
0.8579655164
0.8616482224
0.865298704
0.8689162987
0.872500341
0.8760501623
0.8795650905
0.8830444509
0.8864875655
0.8898937537
0.8932623318
0.8965926134
0.8998839095
0.9031355283
0.9063467755
0.9095169545
0.912645366
