Frequency15,Magnitude15,Phase15,Nyquist_Real15,Nyquist_Imag15
0,4641.1712788941,-3.1415926536,-4641.1712788941,-9.11954394321585E-013
39.839050237,223889.089488208,2.692040142,-201643.839921737,97293.8138499867
79.6781004741,42633.9505102786,-0.0980211704,42429.2977576888,-4172.3408180862
119.5171507111,56375.4080708698,-0.2300751722,54889.8740501621,-12856.4521511354
159.3562009482,62313.165200357,0.0497206051,62236.1576771131,3096.9718882324
199.1952511852,140329.392069168,-0.6273861658,113605.718401024,-82377.6609590836
239.0343014223,516707.341236609,-1.107859125,230750.169869256,-462321.139029046
278.8733516593,87154.1422631078,-0.2753645261,83870.7099834043,-23697.015012396
318.7124018963,50484.6496110995,-0.6407047536,40472.2654777766,-30177.7330734411
358.5514521334,70668.7568405319,-0.424017605,64410.5688390008,-29074.9344835472
398.3905023704,51732.5067144599,-0.9046511061,31968.6157775248,-40672.5934288758
438.2295526075,290853.436169908,-0.5936779484,241085.154640809,-162707.312508259
478.0686028445,118778.732023651,-0.3457622815,111749.095243041,-40255.768450099
517.9076530816,178751.552946673,-1.2875379278,49958.4989716371,-171628.278734445
557.7467033186,53438.7590429783,-0.5132800121,46552.5651253619,-26240.4201243507
597.5857535557,38924.9342489999,-0.6342142948,31355.494635015,-23064.7666903984
637.4248037927,82421.4764084657,-0.2100111005,80610.561235242,-17182.4675378876
677.2638540297,72787.6381877629,-0.7832304161,51580.0825226628,-51356.9407179591
717.1029042668,73248.3942669662,-1.0698263246,35179.4875491846,-64247.4195471358
756.9419545038,42343.6090340437,-0.646753471,33792.0781590187,-25516.2042577401
796.7810047409,45449.5849021824,-0.9075498836,27982.3223236854,-35814.1648674664
836.6200549779,45767.1195950908,-0.8934667655,28682.9094260704,-35663.9866376039
876.459105215,44086.941331446,-1.0824366376,20684.6210002839,-38933.3385421412
916.298155452,118775.499640976,-0.8169733004,81293.6384883956,-86596.5568384882
956.137205689,111724.678975832,-0.8868209654,70596.4985200413,-86594.1007746054
995.9762559261,90838.9004155247,-1.4438351914,11502.0512121618,-90107.7613006472
1035.8153061631,42890.2550335082,-0.7378144148,31736.2370742619,-28851.0872101142
1075.6543564002,31910.8582858086,-0.7244329484,23897.2546447984,-21147.673559487
1115.4934066372,53138.7152083079,-0.7401406728,39236.2296276837,-35836.3131277944
1155.3324568743,50707.5745504699,-0.8683624536,32761.0131712471,-38703.6707921204
1195.1715071113,47368.8994924257,-1.0450236851,23773.5715063887,-40971.0865971864
1235.0105573484,33731.4528248972,-0.8012772803,23470.0033948812,-24227.4606659991
1274.8496075854,34410.2964954834,-1.0509061696,17094.5126466109,-29863.79316634
1314.6886578224,37709.5527330769,-1.1151382751,16594.2139076114,-33862.1090913892
1354.5277080595,34782.2415632369,-1.2451243223,11128.4230323862,-32953.9455752361
1394.3667582965,55593.0153444588,-0.9939358166,30320.1622960816,-46596.9002555804
1434.2058085336,58781.9396680928,-0.9658872441,33428.5422177688,-48351.3081140329
1474.0448587706,46540.1028282456,-1.1439256879,19268.7327413688,-42363.8656145231
1513.8839090077,34301.82629295,-0.9686178626,19429.8954837893,-28268.2586750712
1553.7229592447,31863.6821820259,-1.0239177973,16569.8653366788,-27216.4252781567
1593.5620094818,39318.212597503,-0.9156228049,23956.4628992202,-31177.0705362247
1633.4010597188,32431.1702735758,-0.9776491031,18128.1621426606,-26891.4585443608
1673.2401099558,33534.7376401131,-1.0078687789,17896.2922221058,-28360.2072152552
1713.0791601929,26101.6663344711,-1.0998607337,11842.8541098947,-23260.3480620521
1752.9182104299,25697.8659692839,-1.2842116531,7264.2174550745,-24649.7760667449
1792.757260667,29318.2308964322,-1.2231713475,9987.7189577093,-27564.5448523702
1832.596310904,31275.9518284721,-1.2066526608,11138.9065281213,-29225.1590951133
1872.4353611411,36934.1289253493,-1.1673383142,14500.3777308422,-33968.646207013
1912.2744113781,33833.0801622585,-1.0783074818,15996.9711054521,-29812.3167284453
1952.1134616151,30984.7769121433,-1.1429759464,12855.2311548092,-28192.1874328991
