Frequency8,Magnitude8,Phase8,Nyquist_Real8,Nyquist_Imag8
0,7577.4633971926,-3.1415926536,-7577.4633971926,-1.27153459279628E-012
39.839050237,199363.037964154,1.2350674753,65681.6315984131,188232.686260561
79.6781004741,152217.299882662,-0.3567409582,142633.687698725,-53157.6665875278
119.5171507111,215510.979671433,-0.0138397465,215490.340667072,-2982.52210889
159.3562009482,155807.921873611,0.0415549257,155673.415748196,6472.7233729476
199.1952511852,292695.288528041,-0.4208131486,267159.693563559,-119566.843487393
239.0343014223,161521.172669539,-0.4883629819,142639.686635713,-75782.6432437461
278.8733516593,289831.834868528,-0.4109569138,265700.137252036,-115783.978025921
318.7124018963,139243.229919659,-0.4536611334,125158.582875992,-61024.636098321
358.5514521334,116821.438221324,-0.3648575692,109131.619417532,-41683.7866730634
398.3905023704,194487.867086104,-0.2450006234,188679.909705066,-47174.3798834689
438.2295526075,174325.038406751,-0.9827590061,96703.1685715601,-145043.84235029
478.0686028445,91097.9194420997,-0.5844925475,75974.9536593081,-50265.6676385112
517.9076530816,108225.281653688,-0.3435196911,101902.225729585,-36450.6238681418
557.7467033186,326782.787853128,-0.5497377347,278635.126716597,-170732.119405484
597.5857535557,118300.292292671,-0.7384522444,87484.4037361603,-79633.1479941611
637.4248037927,109406.172440469,-0.5169810408,95108.457820491,-54074.8723445698
677.2638540297,135504.195145148,-0.6015177254,111720.186127379,-76681.0727207046
717.1029042668,111031.262791486,-0.6973512298,85110.5578007606,-71303.1154152141
756.9419545038,94493.2954577534,-0.2086043248,92444.7662695741,-19569.0591452453
796.7810047409,81658.6352815629,-0.8894746451,51430.2562212331,-63427.6080351894
836.6200549779,68296.7856213655,-0.7699513075,49033.306068111,-47541.4116559627
876.459105215,60867.6525675765,-0.4619070219,54488.9812609766,-27126.0400764311
916.298155452,92994.5325354363,-0.6970958377,71299.8261376224,-59701.908463877
956.137205689,65834.2124676102,-0.8219376897,44820.1420993193,-48221.347901394
995.9762559261,48665.3602691024,-0.6357860298,39156.4015717463,-28897.9844638631
1035.8153061631,71439.1473370306,-0.7256994571,53439.0114499549,-47411.2204809532
1075.6543564002,57955.1025996757,-0.8581000857,37895.457950488,-43848.9245485193
1115.4934066372,52882.8615309766,-0.7291484087,39436.9726413827,-35232.4031622493
1155.3324568743,49314.4743945134,-0.7917654159,34647.863987888,-35091.9208064183
1195.1715071113,52840.9150038407,-0.9040644287,32677.9350016236,-41524.870408862
1235.0105573484,35527.9654158605,-0.7469909379,26068.1702043506,-24138.90695097
1274.8496075854,44292.5053138472,-0.8877946354,27954.0729158625,-34356.8891838569
1314.6886578224,44913.0793678496,-0.9940973661,24489.2948723129,-37649.1584893961
1354.5277080595,31555.3822889127,-0.9942442606,17201.9943537159,-26454.3671565613
1394.3667582965,41094.5759487307,-0.9791124541,22920.8873317997,-34108.6073642555
1434.2058085336,40959.6267558292,-1.0373106339,20829.5162031611,-35267.864674787
1474.0448587706,30113.2921512839,-1.0747514536,14332.4469216748,-26483.7937128719
1513.8839090077,33358.719838802,-0.9748615571,18723.6702601351,-27608.4835018771
1553.7229592447,40699.9503626724,-1.0921956239,18743.8556046089,-36126.9129126413
1593.5620094818,29804.0215782147,-1.0979777595,13572.6747807215,-26534.1704511645
1633.4010597188,29904.0361086254,-1.0953221373,13688.874229583,-26586.9535282369
1673.2401099558,34750.6028778182,-1.1278864395,14893.0792004412,-31397.4615582409
1713.0791601929,27006.1196698898,-1.2122719468,9476.2535474625,-25288.9524956771
1752.9182104299,28232.6373338395,-1.1305798875,12030.9227853165,-25540.9222182336
1792.757260667,31236.3744904997,-1.2019987598,11260.5290092876,-29136.0872071343
1832.596310904,29343.0676107833,-1.297331483,7924.6571691741,-28252.7065174659
