V_27,I_27
0.0866892665,-2.68306708721186E-005
0.0892673857,-3.06978498810437E-005
0.0944236244,-3.58540885383696E-005
0.0899119156,-3.10201147978364E-005
0.084433412,-2.61861410359645E-005
0.0905564454,-3.19869095476458E-005
0.0876560612,-2.9086525295656E-005
0.0912009753,-3.23091744640594E-005
0.0899119156,-3.06978498810437E-005
0.0834666172,-2.55416111994286E-005
0.0831443523,-2.48970813625106E-005
0.0902341805,-3.16646446311374E-005
0.0873337963,-2.81197305432827E-005
0.0886228559,-3.03755849641561E-005
0.088300591,-3.00533200471735E-005
0.0912009753,-3.23091744640594E-005
0.088300591,-2.9731055130096E-005
0.0860447366,-2.71529357900526E-005
0.096357214,-3.71431481989255E-005
0.0924900349,-3.35982341287675E-005
0.0899119156,-3.13423797145343E-005
0.0873337963,-2.81197305432827E-005
0.092490035,-3.29537042966027E-005
0.0886228559,-2.9731055130096E-005
0.0889451208,-3.06978498810437E-005
0.084433412,-2.61861410359645E-005
0.0857224717,-2.61861410359645E-005
0.0824998224,-2.45748164439082E-005
0.0899119156,-3.13423797145343E-005
0.0892673857,-3.06978498810437E-005
0.0857224717,-2.71529357900526E-005
0.088622856,-2.9086525295656E-005
0.0876560612,-2.9086525295656E-005
0.0899119156,-3.06978498810437E-005
0.0850779418,-2.61861410359645E-005
0.0908787104,-3.16646446311374E-005
0.0908787103,-3.23091744640594E-005
0.0876560612,-0.000028442
0.0915232402,-3.23091744640594E-005
0.0876560612,-2.87642603782934E-005
0.0876560612,-2.87642603782934E-005
0.0863670015,-2.74752007078912E-005
0.0908787103,-3.23091744640594E-005
0.0918455051,-3.35982341287675E-005
0.0876560611,-2.94087902129235E-005
0.0899119156,-3.13423797145343E-005
0.0931345647,-0.000034565
0.0928122998,-3.42427639605544E-005
0.0876560611,-2.94087902129235E-005
0.088300591,-2.94087902129235E-005
0.0841111471,-2.48970813625106E-005
0.0899119155,-3.19869095476458E-005
0.0905564454,-3.16646446311374E-005
0.0934568296,-3.52095587075265E-005
0.088300591,-2.94087902129235E-005
0.0895896507,-3.10201147978364E-005
0.088622856,-2.94087902129235E-005
0.0860447365,-2.77974656256346E-005
