V_2,I_2
-0.0022558545,1.20637735767251E-006
-0.0119238023,1.02297953367097E-005
-0.004189444,3.46223184512707E-006
0.0051562388,-0.000006528
-0.0006445299,-1.04947712493549E-006
0.0009667948,-2.01627190171589E-006
0.0006445299,-2.01627190171589E-006
-0.0038671791,1.8509072107358E-006
-0.0016113246,-8.26823472674768E-008
-0.0009667948,-8.26823472674768E-008
0.0035449142,-4.5943913021325E-006
-0.0019335896,8.84112431289255E-007
0.0016113246,-2.98306667760976E-006
-0.004511709,3.78449677230274E-006
-0.0344823477,3.47219302492061E-005
-0.013535127,1.44192394250143E-005
-0.0064452985,6.362616193284E-006
0.0016113246,-2.33853682711229E-006
0.0080566231,-9.10610023775493E-006
0.0029003843,-4.5943913021325E-006
0.0061230336,-0.000007817
0.0045117089,-5.88345099998327E-006
0.0038671791,-6.20571592420083E-006
-0.0022558545,1.52864228415468E-006
0.0058007686,-7.49477562009173E-006
-0.0012890597,-7.27212199144832E-007
-0.0003222649,-7.27212199144832E-007
-0.0019335896,2.395825788193E-007
-0.0003222649,-1.04947712493549E-006
0,-1.04947712493549E-006
-0.0032226493,2.17317213741591E-006
0.0012890597,-2.33853682711229E-006
-0.0009667948,-8.26823472674768E-008
-0.0003222649,-8.26823472674768E-008
-0.0006445299,-7.27212199144832E-007
-0.0016113246,2.395825788193E-007
0.0022558545,-2.66080175241024E-006
-0.0012890597,2.395825788193E-007
-0.004189444,2.81770199107327E-006
0.0077343582,-8.13930546745016E-006
0.0122460671,-1.42623389979043E-005
0.0025781194,-3.94986145261822E-006
0.0006445299,-0.000001694
-0.0080566232,6.68488112135425E-006
0.0032226493,-3.94986145261822E-006
0.0038671791,-4.5943913021325E-006
0.0080566231,-9.42836516099459E-006
-0.0464061503,4.50344082842978E-005
-0.0061230336,1.20637735767251E-006
0.0016113246,-4.27212637742447E-006
-0.0012890597,-4.04947273255507E-007
-0.0012890597,-8.26823472674768E-008
-0.0003222649,-0.000001694
-0.0016113246,-8.26823472674768E-008
-0.0029003843,1.52864228415468E-006
-0.0019335896,8.84112431289255E-007
-0.004511709,0.000004429
0.0003222649,-7.27212199144832E-007
-0.0016113246,1.20637735767251E-006
0.0016113246,-0.000001694
0.0038671791,-4.5943913021325E-006
0.0048339739,-5.23892115125408E-006
0.0019335896,-2.33853682711229E-006
0.0006445299,-7.27212199144832E-007
0.0035449142,-4.27212637742447E-006
-0.009023418,9.90753040754155E-006
0,1.52864228415468E-006
-0.0012890597,2.17317213741591E-006
-0.0012890597,2.49543706419505E-006
0.0035449142,-1.37174205062753E-006
0.0022558545,-8.26823472674768E-008
0.0035449142,-1.37174205062753E-006
0.004511709,-2.01627190171589E-006
0.0080566231,-5.23892115125408E-006
0.0106347425,-0.000006528
0.0067675634,-3.30533160271091E-006
0.0077343582,-3.30533160271091E-006
0.0032226493,1.20637735767251E-006
0.0038671791,1.8509072107358E-006
0.0019335896,4.10676169957765E-006
0.0022558545,5.07355648199819E-006
0.0051562388,2.81770199107327E-006
0.0058007687,2.49543706419505E-006
0.0067675635,2.49543706419505E-006
0.0054785038,4.75129155442533E-006
0.0106347426,5.61847505004863E-007
0.0035449142,8.61847069186881E-006
0.0103124777,2.49543706419505E-006
0.0164355113,-3.62759652771371E-006
0.0154687165,-2.33853682711229E-006
-0.0035449142,1.73196238037924E-005
0.0225585449,-8.78383531441767E-006
0.0148241867,8.84112431289255E-007
0.0122460673,0.000004429
0.0196581606,-2.01627190171589E-006
0.0161132465,1.52864228415468E-006
0.013857392,5.71808633744214E-006
0.0174023062,0.00000314
-0.014824187,3.85891094999168E-005
0.0193358958,2.49543706419505E-006
0.023203075,1.20637735767251E-006
0.0219140153,3.46223184512707E-006
0.0219140153,0.000004429
0.0293261086,-2.01627190171589E-006
0.0251366646,3.46223184512707E-006
0.0261034594,3.46223184512707E-006
0.0267479893,4.10676169957765E-006
0.0254589296,6.362616193284E-006
0.0212694856,1.28079147736597E-005
0.0280370492,7.65167590616278E-006
0.0312596984,4.75129155442533E-006
0.0377049971,5.61847505004863E-007
0.038027262,1.52864228415468E-006
0.038349527,2.81770199107327E-006
0.0412499114,1.20637735767251E-006
0.059941277,-1.71627232895702E-005
0.0473729451,-2.33853682711229E-006
0.0415721765,4.75129155442533E-006
0.0489842699,-1.37174205062753E-006
0.0480174751,8.84112431289255E-007
0.0386717923,1.18411199840517E-005
0.0460838857,6.04035126531331E-006
0.0486620052,5.39582140967045E-006
0.0686424307,-1.23287494657659E-005
0.0576854234,2.395825788193E-007
0.0534959794,5.71808633744214E-006
0.0502733302,1.05520602659778E-005
0.0557518341,7.3294109777936E-006
0.0631639276,2.17317213741591E-006
0.0592967486,7.65167590616278E-006
0.0657420472,0.00000314
0.0660643123,0.000004429
0.0638084579,8.61847069186881E-006
0.0679979021,6.362616193284E-006
0.0708982866,5.07355648199819E-006
0.0744432009,4.10676169957765E-006
0.0766990555,0.00000314
0.0741209362,7.0071460495241E-006
0.0741209364,0.000009263
0.0824998247,3.46223184512707E-006
0.0812107651,6.04035126531331E-006
0.0670311084,2.2798127652706E-005
0.0870115342,5.07355648199819E-006
0.0883005941,5.71808633744214E-006
0.085077945,1.05520602659778E-005
0.094745893,3.46223184512707E-006
0.0953904231,5.39582140967045E-006
0.0902341844,1.21633849138207E-005
0.0973240131,7.97394083463168E-006
0.0973240133,9.90753040754155E-006
0.0941013644,1.63528290099593E-005
0.1005466632,1.21633849138207E-005
0.1066696972,8.94073562063713E-006
0.1066696974,1.0874325195346E-005
0.1089255521,1.0874325195346E-005
0.1137595264,8.61847069186881E-006
0.1131149968,1.18411199840517E-005
0.1176267062,1.02297953367097E-005
0.1237497401,6.362616193284E-006
0.1289059793,3.78449677230274E-006
0.1279391847,6.04035126531331E-006
0.1305173044,6.04035126531331E-006
0.1305173049,0.000009263
0.1337399544,7.65167590616278E-006
0.1363180742,7.97394083463168E-006
0.1353512799,1.21633849138207E-005
0.1385739295,1.11965901248144E-005
0.151464527,5.61847505004863E-007
0.1408297849,1.47415043555868E-005
0.1459860243,1.34524446339001E-005
0.1504977336,1.0874325195346E-005
0.1524313236,1.1518855054383E-005
0.1543649138,1.34524446339001E-005
0.1559762389,1.44192394250143E-005
0.161777008,1.05520602659778E-005
0.1704781617,5.71808633744214E-006
0.1685445726,1.02297953367097E-005
0.1714449576,1.05520602659778E-005
0.1753121371,8.94073562063713E-006
0.1778902573,9.90753040754155E-006
0.1785347875,1.1518855054383E-005
0.1807906427,1.28079147736597E-005
0.190780856,5.39582140967045E-006
0.189169532,9.90753040754155E-006
0.1907808574,1.18411199840517E-005
0.1975484217,8.94073562063713E-006
0.1998042768,0.000009263
0.1956148331,1.57082991479081E-005
0.2110835507,0.000004429
0.2068941073,1.1518855054383E-005
0.2081831676,1.31301797037297E-005
0.2288081237,-4.5943913021325E-006
0.2168843225,1.21633849138207E-005
0.2068941103,0.000025054
0.2146284694,0.00002022
0.2223628287,1.63528290099593E-005
0.2265522739,1.66750939411361E-005
0.2278413343,1.79641536668524E-005
0.2365424883,1.248564984369E-005
0.2474994969,5.39582140967045E-006
0.2487885574,7.0071460495241E-006
0.245243644,1.34524446339001E-005
0.2503998838,1.18411199840517E-005
0.2510444147,1.47415043555868E-005
0.2565229197,1.34524446339001E-005
0.2562006557,1.69973588724138E-005
0.2610346307,1.57082991479081E-005
0.2661908706,0.000014097
0.2681244614,1.60305640788833E-005
0.2790814701,8.61847069186881E-006
0.2748920271,1.63528290099593E-005
0.280370532,0.000014097
0.2871380969,1.1518855054383E-005
0.2858490383,1.63528290099593E-005
0.2861713044,1.95754783262712E-005
0.2968060485,1.31301797037297E-005
0.3006732289,1.28079147736597E-005
0.2906830173,2.66653068578473E-005
0.303573616,1.76418887352719E-005
0.3074407963,1.69973588724138E-005
0.3190423357,1.05520602659778E-005
0.313886098,1.89309484622003E-005
0.3209759278,0.000015386
0.3241985785,1.60305640788833E-005
0.3261321697,1.8286418598534E-005
0.3354778542,1.28079147736597E-005
0.3390227702,1.3774709564171E-005
0.3428899508,1.34524446339001E-005
0.348046191,1.1518855054383E-005
0.3496575171,1.34524446339001E-005
0.3503020487,1.69973588724138E-005
0.3590032038,1.31301797037297E-005
0.3602922649,1.50637692862599E-005
0.3615813265,1.79641536668524E-005
0.3648039777,1.92532133941851E-005
0.3702824831,1.73196238037924E-005
0.3735051348,1.92532133941851E-005
0.3757609912,2.11868029882207E-005
0.3805949672,2.08645380556281E-005
0.3873625326,1.79641536668524E-005
0.3896183886,1.89309484622003E-005
0.3921965102,2.08645380556281E-005
0.3760832652,0.000040845
0.4044425817,1.69973588724138E-005
0.4041203188,2.15090679209147E-005
0.4095988249,2.05422731231369E-005
0.4166886557,1.79641536668524E-005
0.4212003667,1.73196238037924E-005
0.4241007535,1.89309484622003E-005
0.422489431,2.47317172534428E-005
0.4311905867,2.08645380556281E-005
0.4402140069,1.57082991479081E-005
0.4473038373,1.21633849138207E-005
0.4473038397,1.63528290099593E-005
0.4521378162,1.60305640788833E-005
0.4527823482,1.92532133941851E-005
0.4576163247,1.89309484622003E-005
0.459227652,2.18313328537102E-005
0.4679288078,1.76418887352719E-005
0.4692178702,2.08645380556281E-005
0.4714737276,2.34426575192113E-005
0.4750186442,2.37649224526165E-005
0.4817862109,2.21535977866072E-005
0.4859756572,2.15090679209147E-005
0.4898428396,2.2798127652706E-005
0.4966104061,2.05422731231369E-005
0.4985439981,2.24758627196058E-005
0.5124013931,1.31301797037297E-005
0.5085342164,2.08645380556281E-005
0.5153017836,1.95754783262712E-005
0.5198134955,1.92532133941851E-005
0.5275478569,1.60305640788833E-005
0.5246474749,2.24758627196058E-005
0.5301259823,2.21535977866072E-005
0.5343154296,2.24758627196058E-005
0.5320595779,2.89211614009666E-005
0.5414052635,2.31203925859078E-005
0.5481728308,2.15090679209147E-005
0.5575185173,1.69973588724138E-005
0.5571962559,2.21535977866072E-005
0.5597743785,2.37649224526165E-005
0.5691200654,1.95754783262712E-005
0.5697645979,2.24758627196058E-005
