V_28,I_28
0.0328710226,-1.10396897757302E-005
0.0235253398,-0.000001694
0.0357714069,-1.36178091542465E-005
0.0302929033,-8.13930546745016E-006
0.0367382017,-1.49068688411744E-005
0.0290038435,-7.49477562009173E-006
0.0364159368,-1.45846039195878E-005
0.0193358958,2.17317213741591E-006
0.0377049965,-1.5873663605353E-005
0.0377049965,-1.52291337626641E-005
0.0244921346,-2.66080175241024E-006
0.0380272614,-1.6518193447655E-005
0.0315819629,-9.75063008413668E-006
0.0170800413,4.10676169957765E-006
0.043505765,-2.26412269302836E-005
0.0338378174,-0.000012651
0.0344823472,-0.000012651
0.0348046122,-1.29732793102004E-005
0.0364159368,-1.49068688411744E-005
0.0348046122,-1.29732793102004E-005
0.0315819629,-1.00728950071813E-005
0.004511709,1.69973588724138E-005
0.02288081,-0.000001694
0.0357714069,-1.39400740761239E-005
0.0235253398,-2.01627190171589E-006
0.0344823472,-0.000012651
0.0254589294,-3.30533160271091E-006
0.0338378174,-1.20064845434029E-005
0.0341600823,-1.20064845434029E-005
0.0206249555,1.20637735767251E-006
0.0399608509,-1.81295180517188E-005
0.0364159368,-1.39400740761239E-005
0.0302929033,-7.49477562009173E-006
0.0428612352,-2.07076374132067E-005
0.0277147839,-5.5611860756677E-006
0.0360936719,-1.39400740761239E-005
0.0406053807,-0.000018774
0.0335155525,-1.16842196209426E-005
0.0380272613,-1.78072531310991E-005
0.0283593137,-7.17251069626582E-006
0.0319042279,-9.75063008413668E-006
0.0306151681,-9.42836516099459E-006
0.0277147838,-6.20571592420083E-006
0.0357714069,-1.45846039195878E-005
0.022558545,-1.04947712493549E-006
0.0360936718,-1.45846039195878E-005
0.0238476048,-2.01627190171589E-006
0.0338378174,-1.23287494657659E-005
0.0151464518,8.29620576320034E-006
0.0341600823,-1.23287494657659E-005
0.0302929033,-8.13930546745016E-006
0.0315819629,-9.42836516099459E-006
0.047695209,-2.55416111994286E-005
0.0299706383,-0.000007817
0.0431835001,-2.10299023329596E-005
0.0386717912,-1.68404583686609E-005
0.0319042279,-1.00728950071813E-005
0.0383495263,-1.68404583686609E-005
0.0335155525,-1.16842196209426E-005
0.0360936719,-1.39400740761239E-005
0.0367382017,-1.49068688411744E-005
0.0302929033,-0.000007817
0.0364159368,-1.39400740761239E-005
0.0248143995,-2.33853682711229E-006
0.0351268771,-1.16842196209426E-005
0.0290038436,-5.5611860756677E-006
0.0486620038,-2.52193462810174E-005
0.0280370489,-2.98306667760976E-006
0.0331932876,-9.10610023775493E-006
0.0302929033,-5.5611860756677E-006
0.0351268772,-9.75063008413668E-006
0.0193358958,5.39582140967045E-006
0.0373827317,-1.20064845434029E-005
0.0412499107,-1.5551398684057E-005
0.0283593138,-0.000001694
0.0383495265,-1.0717424852978E-005
0.0335155526,-6.85024577234206E-006
0.0380272616,-1.00728950071813E-005
0.044794825,-1.71627232895702E-005
