Frequency14,Magnitude14,Phase14,Nyquist_Real14,Nyquist_Imag14
0,7488.097508998,-3.1415926536,-7488.097508998,-1.26059078934647E-012
39.839050237,50917.4323195154,-0.4308319108,46264.5278949383,-21264.4861840324
79.6781004741,184458.570414574,-0.1423443826,182592.980944667,-26168.0627698831
119.5171507111,138382.763387955,1.3142900408,35108.0806429225,133855.189949649
159.3562009482,360380.433199468,-0.9108284955,220946.158239612,-284704.850313781
199.1952511852,75898.06125915,-0.2851247896,72833.7954107476,-21348.3945289345
239.0343014223,82164.0766926162,0.3290968598,77754.7097964064,26554.4836746401
278.8733516593,120903.344622769,0.0093863766,120898.018623729,1134.8276647584
318.7124018963,63057.5910366476,-0.938603404,37261.694182588,-50870.6785288774
358.5514521334,51213.489192833,-0.0647546924,51106.153269161,-3313.9965801794
398.3905023704,141862.39860704,-0.7293993351,105769.034163197,-94540.2112898378
438.2295526075,92458.3667828552,-1.0192583482,48447.9784439353,-78748.6061644837
478.0686028445,48799.5194031488,-0.5809815505,40792.7057521007,-26783.3577320102
517.9076530816,78634.4962181187,-0.5020115163,68932.29015622,-37838.1205835599
557.7467033186,159561.962698588,-0.5209024256,138399.328043474,-79408.0974292948
597.5857535557,51831.1943182258,-0.9913056992,28382.6477044496,-43369.3211122654
637.4248037927,66951.0561731433,-0.6932468892,51497.0911921511,-42784.2672187647
677.2638540297,76796.293862245,-0.5906491325,63785.4159946957,-42767.8788036057
717.1029042668,53703.2419329121,-1.0899148729,24841.0167630733,-47612.6252193848
756.9419545038,62726.9930141777,-0.7462497356,46056.6700494946,-42584.7249204768
796.7810047409,59632.1205919197,-0.5905829115,49531.4071157779,-33205.8656779239
836.6200549779,78644.7522562727,-1.1965806229,28748.0090245828,-73202.1108614569
876.459105215,51429.9208828632,-0.9345165737,30560.0355240105,-41365.6982388643
916.298155452,43401.3270599533,-0.8247245028,29459.0546237487,-31872.2338602116
956.137205689,89394.82975341,-1.0347911066,45654.4348984946,-76857.7137360999
995.9762559261,52161.8985988447,-1.0021934109,28086.8515951347,-43954.4358729472
1035.8153061631,52869.6818517695,-1.0705698144,25357.5846599568,-46391.7682279998
1075.6543564002,59184.6092538773,-0.7950815735,41442.633647446,-42253.1192800923
1115.4934066372,51739.4864146708,-0.9499048033,30099.9905900523,-42082.8352292555
1155.3324568743,45278.665815591,-1.0668730324,21863.4763954854,-39650.2960637625
1195.1715071113,51651.3113086395,-1.005862642,27652.0359897802,-43625.9425745954
1235.0105573484,46673.9529666783,-1.0597144002,22829.2201837843,-40709.760393989
1274.8496075854,44778.8179832338,-1.1609257311,17843.9400723779,-41069.8958200404
1314.6886578224,39648.343510899,-0.9226464683,23936.2007061021,-31607.7433379139
1354.5277080595,43621.2681567657,-0.9502489458,25364.9200924991,-35488.5314475761
1394.3667582965,40785.5943804019,-1.0453467532,20458.1349311477,-35283.557418458
1434.2058085336,37141.5059666175,-1.1755021126,14302.4411192422,-34277.2759054581
1474.0448587706,32696.8816399599,-1.1650632966,12905.2101722994,-30042.3304586433
1513.8839090077,32792.3979461525,-1.0843690595,15329.480363315,-28988.7632514664
1553.7229592447,36986.1097838961,-1.1004225682,16762.8256312969,-32969.3796393131
1593.5620094818,34590.9657773462,-1.0959095203,15816.2964723021,-30763.2845988489
1633.4010597188,32131.9476386593,-1.228024112,10799.5259359144,-30262.72126913
1673.2401099558,30173.7057321309,-1.2002820983,10925.7423465903,-28126.1563635196
1713.0791601929,26681.9435651042,-1.176528752,10249.3899397197,-24634.8557591672
1752.9182104299,30919.9662282007,-1.2020873756,11143.9098883846,-28841.941404015
1792.757260667,30521.4234282138,-1.2670995781,9127.4261280078,-29124.6867856476
1832.596310904,31702.8958902889,-1.2173515734,10973.3764241532,-29743.2112873565
1872.4353611411,31189.9314442968,-1.264083661,9417.0623146585,-29734.3363951809
1912.2744113781,29965.0552099911,-1.2503356302,9439.1073597575,-28439.5461635517
1952.1134616151,27446.8604754647,-1.214164843,9582.2385155356,-25719.8533236684
1991.9525118522,28804.8642055506,-1.1219981035,12497.9433131087,-25952.2949821886
2031.7915620892,27771.3992263795,-1.2739787773,8122.5345287763,-26557.0150397177
2071.6306123263,27423.8039686824,-1.1003599422,12430.5332164862,-24444.771794119
2111.4696625633,23625.8656288616,-1.1977575283,8610.3737932273,-22000.9770204401
2151.3087128004,26649.6550008414,-1.1629933938,10569.0770625756,-24464.2335197571
2191.1477630374,22113.7080398084,-1.2220133026,7557.4561383302,-20782.226540655
2230.9868132744,23444.3752464409,-1.2388611039,7639.8941297,-22164.6283159206
2270.8258635115,23520.5476149114,-1.2196870371,8089.6485089164,-22085.6004470673
2310.6649137485,21497.5846639374,-1.2331366248,7121.7167091138,-20283.6707106551
2350.5039639856,20098.4878223213,-1.2945851067,5481.1077790116,-19336.6664722453
2390.3430142226,23234.7113497216,-1.203378009,8346.076922326,-21683.9759156733
2430.1820644597,19291.7445662658,-1.3227342818,4736.6207714229,-18701.225416474
2470.0211146967,23515.3580751357,-1.2649201357,7081.1518419194,-22423.8568046072
2509.8601649338,18866.4181524412,-1.2244598935,6404.2822288425,-17746.179956151
2549.6992151708,23552.9179526908,-1.323843424,5757.5212733464,-22838.3644964597
2589.5382654078,19998.3759713086,-1.2836660776,5663.5626795311,-19179.6532623725
2629.3773156449,19893.0249314201,-1.3111645786,5107.0300539099,-19226.3019052173
2669.2163658819,19899.3476006266,-1.2473306576,6325.0952101522,-18867.3582017482
2709.055416119,21445.2757532247,-1.2675065677,6404.8766973196,-20466.4947322197
2748.894466356,17891.0234101702,-1.3495124266,3926.7647172474,-17454.7769254906
2788.7335165931,17380.2956013533,-1.1866467166,6513.6283491931,-16113.5756714334
2828.5725668301,18348.4496820533,-1.2030394584,6596.69318024,-17121.6017013776
2868.4116170671,21793.3435249418,-1.3388569404,5009.5358231815,-21209.7706925931
2908.2506673042,15480.316087433,-1.2744590974,4520.5472549589,-14805.5678270886
2948.0897175412,17243.5712723474,-1.2476035838,5476.4826559896,-16350.8069508257
2987.9287677783,16659.2913759853,-1.1814812488,6323.1145959563,-15412.6639798701
3027.7678180153,16017.7914706811,-1.3931143134,2831.1215451344,-15765.6079614743
3067.6068682524,15160.8448819275,-1.2902669261,4197.4981185558,-14568.1923064802
3107.4459184894,15017.7925815999,-1.2401973274,4874.9203788624,-14204.5501626665
3147.2849687264,16638.5677674694,-1.3375708716,3845.4533628278,-16188.0951871117
3187.1240189635,16513.3359724235,-1.406348874,2703.3530387994,-16290.5539281435
3226.9630692005,12909.3115180478,-1.3035697038,3408.80071012,-12451.1204953083
3266.8021194376,17146.0339055801,-1.288770889,4771.769327713,-16468.6579955503
3306.6411696746,15454.3107656933,-1.2908041368,4270.7700763691,-14852.4827620642
3346.4802199117,14929.3941654043,-1.4597882715,1653.8813842655,-14837.5027047273
3386.3192701487,13068.12156483,-1.2235614357,4447.0691195487,-12288.1803974035
3426.1583203858,15269.9762308346,-1.3209461956,3775.6351857113,-14795.8356653037
3465.9973706228,15461.3506046836,-1.3555679096,3302.0896306824,-15104.6207033441
3505.8364208598,13557.0467778639,-1.406697457,2214.7248903509,-13374.9209716263
3545.6754710969,12857.1526015087,-1.2402822075,4172.5235592445,-12161.267210535
3585.5145213339,14706.2315031706,-1.250160724,4634.9605379343,-13956.732634705
3625.353571571,13193.1175848308,-1.3563988284,2806.9513342859,-12891.057978852
3665.192621808,12335.2511008541,-1.3835758142,2295.9442589176,-12119.697177779
3705.0316720451,11857.61936829,-1.2738005524,3470.1184471314,-11338.4926267174
3744.8707222821,14685.2243622693,-1.3937761214,2586.0258749217,-14455.7353581346
3784.7097725191,12796.3131798729,-1.3883950468,2321.1429434199,-12584.0345848857
3824.5488227562,11771.5632464976,-1.4398132632,1537.4703170798,-11670.7277532462
3864.3878729932,12115.7078868096,-1.2504880525,3814.7417363637,-11499.483600725
3904.2269232303,13363.7138974663,-1.3888214735,2418.4603037554,-13143.0551582382
3944.0659734673,13552.6729758984,-1.4622039027,1468.8268232882,-13472.8427792666
3983.9050237044,12096.5206245829,-1.3941423921,2125.8010691155,-11908.2652403911
4023.7440739414,12612.5098140172,-1.3163887903,3174.2163171546,-12206.5455629588
4063.5831241785,13463.3996380807,-1.3068356056,3512.6834522031,-12997.0837028654
4103.4221744155,11567.1475457622,-1.3682477797,2326.9217627551,-11330.6812441022
4143.2612246525,11490.0222804227,-1.3674472554,2320.4160137594,-11253.2787012363
4183.1002748896,11385.7246248411,-1.2897103508,3158.3905436743,-10938.8890846531
4222.9393251266,12272.3898442466,-1.3780624463,2350.688749356,-12045.157321215
4262.7783753637,11697.6342227787,-1.3766814375,2256.4516898701,-11477.9384987552
4302.6174256007,10254.2049582934,-1.3838653336,1905.6848519185,-10075.5686971931
4342.4564758378,10804.7041206019,-1.3141316649,2742.8377872866,-10450.7641828904
4382.2955260748,11080.2710951018,-1.3614347985,2302.8727120313,-10838.3202025558
4422.1345763118,11707.3716243299,-1.4649723975,1236.6089779975,-11641.8790831077
4461.9736265489,10412.2448150157,-1.3948555268,1822.5019722319,-10251.5037262361
