Frequency19,Magnitude19,Phase19,Nyquist_Real19,Nyquist_Imag19
0,2494.542325191,-3.1415926536,-2494.542325191,-6.49076848721198E-013
39.839050237,70602.6636878132,-0.6524925738,56098.9600796552,-42867.7360936604
79.6781004741,19872.1434087213,-0.84695516,13160.6769522491,-14889.5488788386
119.5171507111,21875.1902941911,-0.711787429,16563.7969341067,-14288.6172015612
159.3562009482,28196.872608863,-0.6429167313,22567.3808062988,-16904.9385820814
199.1952511852,24423.8756464611,-0.3639009785,22824.4901636447,-8693.0058301767
239.0343014223,25310.2079461813,-0.3448476437,23820.1192655488,-8556.1991826961
278.8733516593,27981.0181497529,-0.4823662534,24788.3770964395,-12979.7433573056
318.7124018963,22389.1649530195,-0.3435169519,21081.0999196293,-7540.6852123744
358.5514521334,22675.9847019076,-0.4534278709,20384.5947994064,-9933.2057798659
398.3905023704,19961.1877122105,-0.4429328587,18034.9042256509,-8555.1881600409
438.2295526075,24419.5081747118,-0.3201230357,23178.9167698296,-7684.4125912218
478.0686028445,19344.7214855612,-0.2425750299,18778.3595707813,-4646.6612943466
517.9076530816,19704.5884803264,-0.2952019204,18852.2353033684,-5732.7158699382
557.7467033186,18672.6380068973,-0.414042331,17094.8378754423,-7512.2518693778
597.5857535557,22735.7902001079,-0.3412913623,21424.4631880456,-7609.7656420815
637.4248037927,17570.3814792218,-0.314515665,16708.4896498121,-5435.501719943
677.2638540297,21295.8681864366,-0.3126251602,20263.645987996,-6549.7063359556
717.1029042668,17829.7362976649,-0.2861100527,17104.939007632,-5031.9536950829
756.9419545038,18921.2883888536,-0.2375693248,18389.8439431009,-4452.9534067357
796.7810047409,18445.5326339973,-0.3109655059,17560.8588831766,-5643.9267745971
836.6200549779,19979.2833742373,-0.2829882682,19184.6138465664,-5578.7414087955
876.459105215,18877.1605252296,-0.2699822865,18193.3471073561,-5034.8098798806
916.298155452,18005.2825905747,-0.2660670413,17371.7214124427,-4734.2894223877
956.137205689,19131.460365711,-0.2666959058,18455.1046954213,-5042.0121386022
995.9762559261,17130.3962240646,-0.1822262484,16846.7629564952,-3104.3602692199
1035.8153061631,19631.9486994135,-0.3093374757,18700.1274738074,-5976.5075252824
1075.6543564002,18462.0699556335,-0.3194643829,17527.9588022135,-5798.1624049875
1115.4934066372,19627.7760366324,-0.3138349506,18669.0903897468,-6059.2620147726
1155.3324568743,17537.8880013032,-0.2206339931,17112.7502541783,-3838.1368246031
1195.1715071113,17491.3793519376,-0.255937752,16921.6208739517,-4427.9903603813
