V_25,I_25
0.0795994374,-3.13423797145343E-005
0.0757322584,-2.81197305432827E-005
0.0741209338,-2.65084059540892E-005
0.0757322584,-2.77974656256346E-005
0.0763767882,-2.87642603782934E-005
0.0715428144,-2.39302866064163E-005
0.0644529862,-1.71627232895702E-005
0.068964695,-2.16744321721772E-005
0.0692869599,-2.26412269302836E-005
0.0702537547,-2.26412269302836E-005
0.0712205495,-2.42525515252101E-005
0.0712205495,-2.42525515252101E-005
0.0718650793,-2.45748164439082E-005
0.0773435829,-3.00533200471735E-005
0.0734764039,-2.58638761177443E-005
0.0699314898,-2.29634918494605E-005
0.0702537547,-2.32857567685416E-005
0.0734764039,-2.68306708721186E-005
0.0712205495,-0.000023608
0.0741209338,-2.65084059540892E-005
0.0705760196,-0.000023608
0.0712205495,-2.42525515252101E-005
0.0715428144,-2.39302866064163E-005
0.0734764039,-2.68306708721186E-005
0.0708982846,-2.32857567685416E-005
0.0728318741,-2.52193462810174E-005
0.0702537547,-2.29634918494605E-005
0.0718650793,-2.45748164439082E-005
0.0686424301,-2.16744321721772E-005
0.0689646951,-2.13521672526165E-005
0.0679979003,-2.07076374132067E-005
0.0725096091,-2.58638761177443E-005
0.0712205495,-2.32857567685416E-005
0.0712205495,-2.39302866064163E-005
0.0779881127,-3.13423797145343E-005
0.0667088406,-2.00631075734124E-005
0.0718650793,-2.48970813625106E-005
0.0728318741,-2.52193462810174E-005
0.0750877285,-2.77974656256346E-005
0.0712205495,-2.39302866064163E-005
0.0705760196,-2.32857567685416E-005
0.0609080721,-1.23287494657659E-005
0.077021318,-3.00533200471735E-005
0.0721873442,-2.48970813625106E-005
0.0734764039,-2.61861410359645E-005
0.0692869599,-0.000022319
0.0718650793,-2.52193462810174E-005
0.0763767882,-0.000028442
0.0754099934,-2.77974656256346E-005
0.0737986688,-2.71529357900526E-005
0.0708982846,-0.000023608
0.0696092249,-0.000022319
0.0705760197,-2.29634918494605E-005
0.0686424301,-2.16744321721772E-005
0.0802439672,-3.26314393803783E-005
0.0705760197,-2.29634918494605E-005
0.077021318,-2.94087902129235E-005
0.0734764039,-2.61861410359645E-005
0.0657420459,-1.81295180517188E-005
0.0644529862,-1.71627232895702E-005
0.0712205495,-2.39302866064163E-005
0.0737986689,-2.58638761177443E-005
0.0747654636,-2.71529357900526E-005
0.073476404,-2.55416111994286E-005
0.0757322584,-2.74752007078912E-005
0.0763767883,-2.74752007078912E-005
0.0783103778,-2.87642603782934E-005
0.0754099936,-2.48970813625106E-005
0.0744431988,-2.48970813625106E-005
0.0715428145,-2.1996697091642E-005
0.0737986691,-2.29634918494605E-005
0.0792771727,-2.87642603782934E-005
0.0731541393,-2.1996697091642E-005
0.0673533706,-1.71627232895702E-005
0.0734764042,-2.1996697091642E-005
0.0708982849,-1.90963128129991E-005
0.0757322587,-2.32857567685416E-005
0.0737986692,-2.07076374132067E-005
0.0725096096,-1.81295180517188E-005
0.0776658484,-2.29634918494605E-005
0.0763767887,-2.16744321721772E-005
0.0783103782,-0.000023608
0.0773435835,-2.1996697091642E-005
0.079921703,-2.32857567685416E-005
0.0812107626,-2.48970813625106E-005
0.0789549083,-2.16744321721772E-005
0.0805662329,-0.000022319
0.0792771732,-2.13521672526165E-005
0.0812107628,-2.1996697091642E-005
0.0786326436,-1.8451782972242E-005
0.0808884981,-2.00631075734124E-005
0.0854002069,-2.48970813625106E-005
0.0792771735,-1.8451782972242E-005
0.0834666176,-2.00631075734124E-005
0.0883005914,-2.48970813625106E-005
0.0883005916,-2.29634918494605E-005
0.0799217036,-1.52291337626641E-005
0.0847556775,-1.90963128129991E-005
0.0873337969,-2.10299023329596E-005
0.0815330284,-1.49068688411744E-005
0.0860447374,-1.81295180517188E-005
0.0821775584,-1.36178091542465E-005
0.0808884987,-0.000011362
0.0876560622,-0.000017485
0.0889451219,-1.78072531310991E-005
0.0876560623,-1.5551398684057E-005
0.0915232415,-1.8451782972242E-005
0.0879783274,-1.36178091542465E-005
0.0947458909,-0.000018774
0.0908787119,-1.45846039195878E-005
0.0963572157,-1.90963128129991E-005
0.0937790964,-1.5551398684057E-005
0.0941013615,-1.39400740761239E-005
0.092167772,-1.16842196209426E-005
0.0953904213,-1.39400740761239E-005
0.0941013617,-1.16842196209426E-005
0.1002243954,-1.61959285265524E-005
0.1002243955,-1.45846039195878E-005
0.0999021307,-1.29732793102004E-005
0.103447045,-1.52291337626641E-005
0.1037693101,-1.36178091542465E-005
0.1037693102,-1.29732793102004E-005
0.1040915751,-1.3295544232272E-005
0.1063474298,-1.29732793102004E-005
0.106025165,-1.16842196209426E-005
0.1024802509,-7.49477562009173E-006
0.1050583703,-9.75063008413668E-006
0.10763649,-1.00728950071813E-005
0.1095700796,-1.0717424852978E-005
0.1073142254,-6.85024577234206E-006
0.1098923449,-0.000007817
0.1153708487,-1.23287494657659E-005
0.1163376436,-1.20064845434029E-005
0.115693114,-9.42836516099459E-006
0.1202048231,-0.000012651
0.1231052077,-1.3295544232272E-005
0.1176267042,-5.88345099998327E-006
0.1237497378,-0.000011362
0.1234274732,-9.10610023775493E-006
0.1263278576,-1.0717424852978E-005
0.1243942683,-7.17251069626582E-006
0.1289059774,-1.00728950071813E-005
0.1163376455,3.78449677230274E-006
0.1218161494,-7.27212199144832E-007
0.1240720041,-1.37174205062753E-006
0.1256833288,-2.33853682711229E-006
0.1289059784,-2.66080175241024E-006
0.1279391839,2.395825788193E-007
0.1334176878,-3.94986145261822E-006
0.1434079007,-1.20064845434029E-005
0.1369626026,-2.98306667760976E-006
0.1401852521,-4.5943913021325E-006
0.1398629874,-2.66080175241024E-006
0.1369626033,2.17317213741591E-006
0.1472750812,-6.20571592420083E-006
0.1459860218,-2.98306667760976E-006
0.1443746973,-4.04947273255507E-007
0.1498532015,-3.30533160271091E-006
0.1446969628,0.00000314
0.1511422617,-1.37174205062753E-006
0.1492086725,2.81770199107327E-006
0.1524313221,1.8509072107358E-006
0.1566207663,-1.04947712493549E-006
0.1614547406,-3.30533160271091E-006
0.1550094424,4.75129155442533E-006
0.1591988869,0.00000314
0.1608102118,3.46223184512707E-006
0.1591988875,6.68488112135425E-006
0.1659664513,2.17317213741591E-006
0.1666109816,4.10676169957765E-006
0.1653219223,7.65167590616278E-006
0.1788570493,-5.5611860756677E-006
0.1711226917,5.39582140967045E-006
0.1708004271,7.97394083463168E-006
0.1711226926,1.05520602659778E-005
0.179179316,3.78449677230274E-006
0.176923462,8.29620576320034E-006
0.1782125221,8.94073562063713E-006
0.1820797018,7.97394083463168E-006
0.1814351723,1.05520602659778E-005
0.1882027363,6.362616193284E-006
0.1885250019,9.58526547847345E-006
0.1891695321,1.02297953367097E-005
0.191425387,9.90753040754155E-006
0.1969038916,8.29620576320034E-006
0.1972261568,0.000009263
0.1975484222,1.11965901248144E-005
0.1969038929,1.47415043555868E-005
0.1975484232,1.60305640788833E-005
0.1927144497,2.31203925859078E-005
0.2001265436,1.79641536668524E-005
0.2023823986,1.76418887352719E-005
0.2014156045,2.18313328537102E-005
0.2072163739,1.86086835303166E-005
0.2094722288,1.8286418598534E-005
0.2107612893,0.00002022
0.2130171444,0.00002022
0.2149507346,2.11868029882207E-005
0.2220405638,1.66750939411361E-005
0.2226850944,1.89309484622003E-005
0.2255854791,1.73196238037924E-005
0.2242964201,2.15090679209147E-005
0.2326753092,1.66750939411361E-005
0.2333198397,1.86086835303166E-005
0.2326753106,2.21535977866072E-005
0.2339643707,2.21535977866072E-005
0.2394428756,2.05422731231369E-005
0.2442768506,1.95754783262712E-005
0.2445991162,2.18313328537102E-005
0.2429877922,2.5698512055186E-005
0.2465327073,0.000025054
0.2471772378,2.66653068578473E-005
0.2478217683,2.82766315309925E-005
0.2503998887,2.89211614009666E-005
0.2558783934,0.000026343
0.252011215,3.31106055657976E-005
0.2578119846,0.000029888
0.2568451904,3.27883406294248E-005
0.2603901057,3.27883406294248E-005
0.2649018157,0.000031177
0.2661908763,3.27883406294248E-005
0.2700580565,3.18215458209239E-005
0.2752142965,3.0210221142144E-005
0.2668354091,4.14894939477391E-005
0.2819818622,2.95656912713503E-005
0.2839154526,3.0210221142144E-005
0.2877826333,3.08547510133479E-005
0.2881048991,3.31106055657976E-005
0.2906830195,3.31106055657976E-005
0.2903607553,3.56887250604886E-005
0.2913275514,3.82668445617885E-005
0.2958392617,0.0000373
0.2964837923,3.85891094999168E-005
0.2968060583,4.14894939477391E-005
0.3038958879,3.69777848103112E-005
0.3026068293,4.14894939477391E-005
0.3084075994,3.89113744381486E-005
0.3074408058,4.34230835842986E-005
0.3151751657,3.92336393764841E-005
0.3145306369,4.27785537050289E-005
0.3164642275,4.34230835842986E-005
0.3180755536,4.53566732246109E-005
0.3212982041,4.50344082842978E-005
0.3190423506,5.01906473418672E-005
0.322909531,4.92238525165286E-005
0.3264544469,4.95461174582031E-005
0.3312884224,4.82570576921348E-005
0.334833338,4.76125278097299E-005
0.3445012875,4.11672290086767E-005
0.3428899644,4.66457329869082E-005
0.34707941,4.56789381650284E-005
0.3509465908,4.53566732246109E-005
0.3541692414,4.50344082842978E-005
0.3577141572,4.47121433440893E-005
0.3593254836,0.000046968
0.3596477499,4.98683823999826E-005
0.3631926654,4.89015875749591E-005
0.3596477525,5.5669151370018E-005
0.3635149333,5.50246214827702E-005
0.3670598488,5.40578266526913E-005
0.3677043805,5.72804760899894E-005
0.3718938264,5.66359462016831E-005
0.3718938277,5.95363307024021E-005
0.3747942136,5.95363307024021E-005
0.3786613946,5.92140657574532E-005
0.3847844304,5.69582111457833E-005
0.3851066966,5.92140657574532E-005
0.3892961431,5.95363307024021E-005
0.3909074694,6.11476554287416E-005
0.3944523851,6.01808605926188E-005
0.401219951,5.76027410343015E-005
0.4031535425,5.92140657574532E-005
0.4037980742,6.21144502658227E-005
0.4083097849,6.05031255378866E-005
0.413788291,5.88918008126106E-005
0.4005754297,0.000075005
0.4157218839,6.30812451038632E-005
0.4183000054,0.000064048
0.4137882977,7.14601337405671E-005
0.4208781286,6.82374842563282E-005
0.4202336003,7.17823986895832E-005
0.4305460804,6.46925698360657E-005
0.4295792877,6.9526544048733E-005
0.4344132641,6.85597492042683E-005
0.4366691202,0.000068882
0.4350577973,0.000073716
0.4379581837,7.40382533357167E-005
