Frequency10,Magnitude10,Phase10,Nyquist_Real10,Nyquist_Imag10
0,6803.2246115057,-3.1415926536,-6803.2246115057,-1.17672081916349E-012
39.839050237,139116.53525662,1.7779994433,-28619.5613410214,136140.850189993
79.6781004741,54964.0316841299,-0.7091051616,41714.6692308955,-35790.0984900994
119.5171507111,53283.1227759426,-0.6555505435,42238.1942273516,-32481.1656374689
159.3562009482,56925.799700726,-0.7175150114,42890.2866474433,-37429.5335646508
199.1952511852,78474.3992252002,0.108656348,78011.6125035156,8509.973463967
239.0343014223,137832.170269257,-0.2637768996,133064.847740456,-35936.7980897393
278.8733516593,165907.277805207,-0.2153260709,162075.943856911,-35448.7411853466
318.7124018963,147987.402435289,-1.2160187422,51408.1316591917,-138771.3056754
358.5514521334,252750.265425986,-0.5518734561,215227.920191827,-132512.788223654
398.3905023704,163472.467419277,-0.6801483013,127096.485588444,-102809.196841591
438.2295526075,97741.6530700071,-0.4830996714,86556.0298983522,-45403.5729110958
478.0686028445,71712.2690619945,-0.9229981235,43273.4869480101,-57184.3935123937
517.9076530816,63369.6920114038,-0.8842058585,40170.2948892144,-49010.8689387746
557.7467033186,79989.3335557911,-0.5989416805,66065.8082155554,-45095.481675275
597.5857535557,116593.214429752,-0.3339745254,110151.084589634,-38219.3172988388
637.4248037927,129940.090719973,-0.4193658547,118680.435709971,-52909.1802620898
677.2638540297,121766.871618823,-0.8942301636,76240.5840805881,-94944.9543835037
717.1029042668,76372.5990584801,-0.8327236108,51388.3283188826,-56497.9079217814
756.9419545038,66365.0028093941,-0.8856642713,41994.1327220799,-51388.7771289727
796.7810047409,59802.0823003965,-0.9089589877,36752.4042483882,-47175.7334805348
836.6200549779,68927.9356340206,-1.1150128484,30339.7300613534,-61891.5268075679
876.459105215,70610.5043172834,-0.9873507265,38899.5241089672,-58929.3674158902
916.298155452,75934.3398308756,-0.7982982528,52996.5848868377,-54381.8531854432
956.137205689,61988.3882217596,-0.4077578412,56906.1004992096,-24581.6191554876
995.9762559261,71170.7181818838,-0.659963374,56225.9126471734,-43633.9073831069
1035.8153061631,89687.9866065848,-1.0354821261,45750.8564537909,-77141.3901565662
1075.6543564002,65678.4664444225,-1.1781444475,25131.1967518394,-60680.1771941338
1115.4934066372,60708.8622367986,-1.0440320349,30520.7070949013,-52479.0662313444
1155.3324568743,47484.4753543534,-1.1759058467,18267.6148070105,-43830.0085437008
